,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,OverallQual2,YearBuilt2,TotalBsmtSF2,Neighborhood_E2,GrLivArea2,SalePrice
731,7,7.044905117129371,2,2003,6.0844994130751715,2,868,3.0,5.0,3.0,22.0,4.0,49,4012009,753424,484.0,49.630688109355596,187500
732,7,7.616775808698373,2,1998,6.295266001439646,2,1153,3.0,4.0,3.0,17.0,4.0,49,3992004,1329409,289.0,58.015273719972754,222500
733,5,7.0431599159883405,1,1961,5.579729825986222,1,864,2.0,3.0,2.0,7.0,3.0,25,3845521,746496,49.0,49.606101602184886,131400
734,5,6.855408798609928,1,1968,5.707110264748875,1,948,2.0,3.0,2.0,7.0,2.0,25,3873024,898704,49.0,46.99662979605842,108000
735,7,7.478169694159785,2,1914,5.771441123130016,1,880,2.0,4.0,2.0,6.0,2.0,49,3663396,774400,36.0,55.923021974649856,163000
736,3,6.947937068614969,2,1950,5.993961427306569,2,0,2.0,1.0,2.0,11.0,2.0,9,3802500,0,121.0,48.27382950943397,93500
737,8,7.496652438168283,3,2005,6.68586094706836,2,893,3.0,4.0,3.0,15.0,4.0,64,4020025,797449,225.0,56.19979777869446,239900
738,5,7.0909098220799835,0,1987,0.0,3,1200,2.0,4.0,2.0,5.0,1.0,25,3948169,1440000,25.0,50.28100210487038,179000
739,7,7.455298485683291,2,2004,6.35088571671474,2,864,3.0,4.0,3.0,17.0,3.0,49,4016016,746496,289.0,55.58147551063157,190000
740,5,7.267525427828172,2,1910,5.8888779583328805,2,264,2.0,2.0,2.0,6.0,2.0,25,3648100,69696,36.0,52.81692584412905,132000
741,6,6.816735880594968,1,1961,5.666426688112432,1,912,2.0,3.0,3.0,7.0,2.0,36,3845521,831744,49.0,46.46788806579085,142000
742,7,7.2078598714324755,2,2000,6.29156913955832,2,1349,2.0,4.0,2.0,13.0,2.0,49,4000000,1819801,169.0,51.95324392620658,179000
743,5,7.289610521451167,2,1963,6.175867270105761,2,520,2.0,4.0,2.0,7.0,3.0,25,3853369,270400,49.0,53.13842155445156,175000
744,8,7.198931240688173,2,1993,6.137727054086234,2,1337,3.0,4.0,3.0,23.0,3.0,64,3972049,1787569,529.0,51.82461100815616,180000
745,8,7.906915488678587,2,1976,6.723832440821209,3,1142,4.0,3.0,3.0,14.0,4.0,64,3904576,1304164,196.0,62.519312545105336,299800
746,7,7.721791776817535,2,2000,6.318968113746434,2,952,3.0,4.0,3.0,15.0,4.0,49,4000000,906304,225.0,59.626068244526905,236000
747,7,7.878912912297133,4,1880,6.762729506931879,1,1240,3.0,3.0,3.0,6.0,2.0,49,3534400,1537600,36.0,62.077268679562486,265979
748,7,7.450660796211539,2,1996,6.269096283706261,2,1720,3.0,4.0,3.0,25.0,4.0,49,3984016,2958400,625.0,55.51234630020357,260400
749,4,7.333023014386481,1,1945,5.484796933490655,2,0,2.0,1.0,2.0,5.0,2.0,16,3783025,0,25.0,53.77322652952179,98000
750,4,7.039660349862076,0,1910,0.0,1,576,2.0,3.0,2.0,6.0,1.0,16,3648100,331776,36.0,49.55681784142024,96500
751,7,7.186144304522325,2,2003,5.993961427306569,2,660,3.0,4.0,3.0,15.0,4.0,49,4012009,435600,225.0,51.64066996541865,162000
752,6,7.3098814858247865,2,1997,6.3578422665081,2,1479,2.0,4.0,3.0,17.0,3.0,36,3988009,2187441,289.0,53.43436733680399,217000
753,8,7.649216319820633,3,2005,6.778784897685177,2,1030,3.0,4.0,4.0,24.0,3.0,64,4020025,1060900,576.0,58.51051030741031,275500
754,6,6.934397209928558,2,1969,6.089044875446846,1,1026,2.0,3.0,3.0,11.0,3.0,36,3876961,1052676,121.0,48.08586466506497,156000
755,6,7.294377299288821,2,1999,6.089044875446846,2,729,2.0,4.0,2.0,20.0,2.0,36,3996001,531441,400.0,53.20794018438008,172500
756,8,7.478169694159785,2,2007,6.361302477572996,2,866,3.0,4.0,3.0,17.0,3.0,64,4028049,749956,289.0,55.923021974649856,212000
757,6,7.234898420314831,2,1978,6.089044875446846,2,672,2.0,3.0,2.0,7.0,4.0,36,3912484,451584,49.0,52.34375515227404,158900
758,7,7.31455283232408,2,1999,6.089044875446846,2,744,2.0,4.0,2.0,20.0,2.0,49,3996001,553536,400.0,53.50268313686022,179400
759,8,7.836764783264067,3,1995,6.6240652277998935,2,1318,3.0,4.0,3.0,25.0,3.0,64,3980025,1737124,625.0,61.41488226820789,290000
760,6,6.762729506931879,1,1959,5.707110264748875,1,864,2.0,3.0,2.0,11.0,2.0,36,3837681,746496,121.0,45.734510383927095,127500
761,5,7.171656822768514,2,1924,6.089044875446846,1,1145,2.0,3.0,1.0,4.0,2.0,25,3701776,1311025,16.0,51.43266158356218,100000
762,7,7.344719054149673,2,2009,6.421622267806518,2,756,2.0,4.0,3.0,20.0,2.0,49,4036081,571536,400.0,53.944897984389264,215200
763,8,7.768956044538332,3,1999,6.75343791859778,2,1252,3.0,4.0,3.0,25.0,3.0,64,3996001,1567504,625.0,60.35667802196869,337000
764,8,7.3098814858247865,2,1995,6.1779441140506,1,1494,3.0,4.0,4.0,21.0,4.0,64,3980025,2232036,441.0,53.43436733680399,270000
765,9,7.317876198626496,2,2008,6.385194398997726,2,1498,3.0,4.0,4.0,20.0,4.0,81,4032064,2244004,400.0,53.55131205842417,264132
766,7,7.44716835960004,2,1988,6.208590026096629,2,980,2.0,4.0,2.0,14.0,2.0,49,3952144,960400,196.0,55.46031657622795,196500
767,6,7.467942332285852,1,1940,6.049733455231958,2,983,2.0,4.0,2.0,12.0,2.0,36,3763600,966289,144.0,55.77016267834705,160000
768,7,7.515889085215125,2,2004,6.184148890937483,2,1860,3.0,4.0,3.0,17.0,4.0,49,4016016,3459600,289.0,56.48858874125585,216837
770,5,6.755768921984255,2,1982,6.3578422665081,1,858,2.0,4.0,2.0,7.0,2.0,25,3928324,736164,49.0,45.6404137272483,134900
771,4,7.107425474110705,2,1951,5.983936280687191,1,836,2.0,2.0,2.0,5.0,2.0,16,3806401,698896,25.0,50.51549687003777,102000
772,6,7.0192966537150445,2,1976,6.511745329644728,1,1029,2.0,3.0,2.0,5.0,2.0,36,3904576,1058841,25.0,49.27052551285522,107000
773,5,6.816735880594968,1,1958,5.62040086571715,1,912,2.0,3.0,2.0,11.0,3.0,25,3833764,831744,121.0,46.46788806579085,114500
774,8,7.587817219993427,3,2006,6.79794041297493,2,1935,3.0,4.0,3.0,24.0,4.0,64,4024036,3744225,576.0,57.574970164028784,395000
775,6,7.094234845924755,2,1998,6.023447592961033,2,1204,2.0,5.0,2.0,12.0,4.0,36,3992004,1449616,144.0,50.32816804913303,162000
776,7,7.387090235656757,3,2005,6.763884908562435,2,1614,3.0,4.0,3.0,17.0,3.0,49,4020025,2604996,289.0,54.5691021497354,221500
777,5,6.796823718274855,2,1974,6.089044875446846,1,864,2.0,3.0,2.0,7.0,2.0,25,3896676,746496,49.0,46.19681265730363,142500
778,5,7.611347717403621,2,1977,6.447305862541213,2,0,2.0,1.0,2.0,13.0,2.0,25,3908529,0,169.0,57.93261407522532,144000
779,6,6.912742820493176,2,1977,6.22455842927536,1,975,2.0,4.0,2.0,12.0,2.0,36,3908529,950625,144.0,47.786013302279954,135000
780,7,7.134093721192866,2,1995,5.998936561946683,2,1237,2.0,4.0,2.0,15.0,4.0,49,3980025,1530169,225.0,50.89529322276348,176000
781,6,7.38025578842646,2,1992,6.184148890937483,2,761,3.0,4.0,3.0,13.0,3.0,36,3968064,579121,169.0,54.46817550260227,175900
782,7,7.266128779556451,2,2001,6.406879986069314,2,1413,3.0,4.0,3.0,17.0,3.0,49,4004001,1996569,289.0,52.796627441098515,187100
783,5,7.01301578963963,2,1978,6.401917196727186,1,1097,2.0,4.0,3.0,12.0,4.0,25,3912484,1203409,144.0,49.18239046573477,165500
784,6,7.3031700512368,0,1914,0.0,2,742,2.0,3.0,2.0,6.0,1.0,36,3663396,550564,36.0,53.33629279728213,128000
785,6,7.202661196523238,2,1967,6.126869184114185,2,1372,2.0,3.0,2.0,14.0,2.0,36,3869089,1882384,196.0,51.878328311901555,161500
786,5,7.410347097821024,1,1915,6.0330862217988015,2,686,2.0,2.0,2.0,6.0,2.0,25,3667225,470596,36.0,54.91324411018447,139000
787,7,7.642524134232902,2,2004,6.428105272684596,2,956,3.0,4.0,3.0,13.0,3.0,49,4016016,913936,169.0,58.40817514233237,233000
788,4,6.804614520062624,1,1954,5.641907070938114,1,901,2.0,3.0,2.0,6.0,2.0,16,3818116,811801,36.0,46.302778766647094,107900
789,6,7.643961949002529,2,1966,6.09807428216624,2,832,2.0,3.0,3.0,19.0,4.0,36,3865156,692224,361.0,58.43015427779854,187500
790,7,7.044032897274685,2,2005,5.986452005284438,2,1145,3.0,4.0,3.0,16.0,4.0,49,4020025,1311025,256.0,49.618399457887996,160200
791,6,6.968850378341948,2,1976,6.29156913955832,1,1029,2.0,4.0,2.0,12.0,3.0,36,3904576,1058841,144.0,48.56487559571671,146800
792,7,7.607878073278507,2,1996,6.1224928095143865,2,1117,3.0,4.0,2.0,25.0,2.0,49,3984016,1247689,625.0,57.879808777871894,269790
793,8,7.311218384419629,2,2007,6.163314804034641,2,1496,3.0,4.0,3.0,20.0,4.0,64,4028049,2238016,400.0,53.45391426467557,225000
794,7,7.547501682814967,2,1994,6.016157159698354,2,712,3.0,4.0,3.0,15.0,4.0,49,3976036,506944,225.0,56.96478165209476,194500
795,6,7.355641102974253,2,1980,6.1675164908883415,2,650,2.0,4.0,2.0,13.0,2.0,36,3920400,422500,169.0,54.10545603576429,171000
796,6,7.1592919047975645,2,1977,6.270988431858299,1,660,2.0,3.0,2.0,7.0,3.0,36,3908529,435600,49.0,51.25546057809994,143500
797,5,6.651571873589727,1,1953,5.484796933490655,1,773,2.0,3.0,2.0,11.0,2.0,25,3814209,597529,121.0,44.243408389529954,110000
798,9,8.052296499538647,3,2008,6.710523109452428,3,1926,4.0,5.0,4.0,24.0,4.0,81,4032064,3709476,576.0,64.83947891648235,485000
799,5,7.478169694159785,1,1937,5.484796933490655,1,731,2.0,4.0,3.0,9.0,2.0,25,3751969,534361,81.0,55.923021974649856,175000
800,6,7.4318919168078,2,1997,6.403574197934815,2,616,2.0,4.0,3.0,19.0,3.0,36,3988009,379456,361.0,55.233017463113114,200000
801,4,7.087573705557973,2,1916,6.089044875446846,1,1196,2.0,3.0,2.0,2.0,2.0,16,3671056,1430416,4.0,50.23370103171678,109900
802,7,7.284134806195205,2,2005,6.018593214496234,2,728,3.0,4.0,3.0,17.0,4.0,49,4020025,529984,289.0,53.05861987482445,189000
804,5,7.029087564149662,1,1954,5.659482215759621,1,936,2.0,3.0,2.0,11.0,2.0,25,3818116,876096,121.0,49.40807198448343,118000
805,7,7.264730177929867,2,2008,6.318968113746434,2,1417,3.0,4.0,4.0,20.0,3.0,49,4032064,2007889,400.0,52.77630455812492,227680
806,5,6.8885724595653635,1,1967,5.953243334287785,2,980,2.0,3.0,2.0,11.0,4.0,25,3869089,960400,121.0,47.4524305306824,135500
807,5,7.3632795869630385,2,1923,6.270988431858299,1,1324,2.0,3.0,3.0,4.0,3.0,25,3697929,1752976,16.0,54.217886275786576,223500
808,5,6.99117688712121,2,1966,6.184148890937483,1,1024,2.0,3.0,2.0,11.0,3.0,25,3865156,1048576,121.0,48.87655426701781,159950
809,5,7.668093709082406,2,1898,5.8888779583328805,2,849,2.0,3.0,2.0,6.0,2.0,25,3602404,720801,36.0,58.79966113126917,106000
810,6,7.177782416195197,2,1974,6.184148890937483,1,1040,2.0,3.0,3.0,14.0,3.0,36,3896676,1081600,196.0,51.52056041424096,181000
811,6,6.744059186311348,2,2004,6.042632833682381,1,848,3.0,4.0,3.0,17.0,4.0,36,4016016,719104,289.0,45.48233430847048,144500
812,5,6.951772164398911,2,1952,6.22455842927536,1,540,1.0,3.0,1.0,2.0,2.0,25,3810304,291600,4.0,48.32713622571153,55993
813,6,7.274479558773871,1,1958,5.71042701737487,1,1442,2.0,3.0,2.0,11.0,3.0,36,3833764,2079364,121.0,52.91805285101889,157900
814,5,7.1316985104669115,1,1918,5.638354669333745,1,686,2.0,3.0,1.0,5.0,2.0,25,3678724,470596,25.0,50.86112364419596,116000
815,7,7.415776975415394,2,1998,6.395261598115449,2,1649,2.0,4.0,3.0,17.0,3.0,49,3992004,2719201,289.0,54.99374814910109,224900
816,5,6.9167150203536085,1,1954,5.62040086571715,1,1008,2.0,3.0,2.0,11.0,3.0,25,3818116,1016064,121.0,47.84094667278522,137000
817,8,7.432483807917119,3,2002,6.754604099487962,2,1568,3.0,4.0,3.0,12.0,3.0,64,4008004,2458624,144.0,55.241815554950165,271000
818,6,6.959398512133975,2,1971,6.089044875446846,1,1010,2.0,3.0,2.0,19.0,2.0,36,3884841,1020100,361.0,48.433227650692594,155000
819,7,7.214504414151143,2,2009,6.184148890937483,2,1358,3.0,4.0,3.0,24.0,3.0,49,4036081,1844164,576.0,52.049073941806334,224000
820,7,7.403061091090091,2,2003,6.39024066706535,2,798,3.0,4.0,3.0,17.0,3.0,49,4012009,636804,289.0,54.805313518412014,183000
821,4,6.842683282238422,2,1953,6.3578422665081,1,936,1.0,2.0,2.0,6.0,2.0,16,3814209,876096,36.0,46.82231450102518,93000
822,7,7.458186157340487,2,2003,6.073044534100405,2,847,3.0,4.0,3.0,15.0,4.0,49,4012009,717409,225.0,55.624540757545255,225000
823,6,7.306531398939505,1,1940,5.484796933490655,2,778,2.0,3.0,2.0,9.0,2.0,36,3763600,605284,81.0,53.38540108368888,139500
824,8,7.306531398939505,2,2006,6.655440350367647,2,1489,3.0,4.0,3.0,20.0,3.0,64,4024036,2217121,400.0,53.38540108368888,232600
825,10,7.642524134232902,3,2007,7.107425474110705,2,2078,4.0,5.0,4.0,24.0,4.0,100,4028049,4318084,576.0,58.40817514233237,385000
826,5,6.665683717782408,0,1924,0.0,1,784,2.0,3.0,3.0,4.0,1.0,25,3701776,614656,16.0,44.431339425509506,109500
827,7,7.268920128193722,2,2001,6.269096283706261,2,1454,3.0,4.0,3.0,13.0,3.0,49,4004001,2114116,169.0,52.83719983005984,189000
828,5,7.6624678152002375,2,1967,6.289715570908998,2,1013,2.0,3.0,2.0,19.0,4.0,25,3869089,1026169,361.0,58.7134130189795,185000
829,7,7.1098794630722715,2,2005,6.175867270105761,2,600,3.0,4.0,3.0,20.0,3.0,49,4020025,360000,400.0,50.55038597941685,147400
830,6,7.239214973779806,2,1957,6.129050210060545,1,1392,2.0,3.0,2.0,11.0,3.0,36,3829849,1937664,121.0,52.40623343659775,166000
831,7,7.0909098220799835,2,2005,6.175867270105761,2,600,2.0,4.0,3.0,20.0,3.0,49,4020025,360000,400.0,50.28100210487038,151000
832,7,7.512071245835466,2,2003,6.419994928147142,2,941,3.0,4.0,3.0,17.0,3.0,49,4012009,885481,289.0,56.43121440250802,237000
833,6,7.324489979348532,2,1964,6.159095388491933,1,1516,2.0,3.0,2.0,11.0,3.0,36,3857296,2298256,121.0,53.64815345757706,167000
834,5,7.0431599159883405,2,1961,6.124683390894205,1,1144,2.0,3.0,2.0,11.0,2.0,25,3845521,1308736,121.0,49.606101602184886,139950
835,4,6.97354301952014,2,1950,6.07993319509559,2,1067,2.0,4.0,3.0,7.0,2.0,16,3802500,1138489,49.0,48.63030224509808,128000
836,5,7.352441100243583,2,1948,6.70073110954781,1,1559,2.0,3.0,2.0,6.0,2.0,25,3794704,2430481,36.0,54.05839013255107,153500
837,6,6.895682697747868,1,1973,5.579729825986222,1,483,2.0,3.0,2.0,3.0,2.0,36,3892729,233289,9.0,47.55043986801932,100000
838,5,7.003065458786462,1,1995,5.8664680569332965,1,1099,2.0,4.0,3.0,17.0,2.0,25,3980025,1207801,289.0,49.04292582004803,144000
839,5,7.0909098220799835,1,1946,5.484796933490655,1,768,2.0,3.0,2.0,5.0,2.0,25,3786916,589824,25.0,50.28100210487038,130500
840,6,7.301822342137932,1,1925,5.993961427306569,2,672,2.0,3.0,1.0,9.0,2.0,36,3705625,451584,81.0,53.31660951614467,140000
841,5,7.3395376954076745,2,1904,6.532334292222349,2,650,2.0,3.0,3.0,6.0,2.0,25,3625216,422500,36.0,53.868813582310196,157500
842,6,7.061334366910438,2,1966,6.19644412779452,1,1127,2.0,3.0,2.0,11.0,3.0,36,3865156,1270129,121.0,49.86244304131043,174900
843,5,7.496097345175956,0,1961,0.0,2,1800,2.0,3.0,2.0,11.0,1.0,25,3845521,3240000,121.0,56.191475408354016,141000
844,5,7.256297239690681,3,1915,6.580639137284949,1,876,2.0,3.0,2.0,6.0,2.0,25,3667225,767376,36.0,52.65384963074259,153900
845,5,7.43955930913332,2,1975,6.416732282512326,2,1390,2.0,4.0,2.0,7.0,4.0,25,3900625,1932100,49.0,55.34704271411224,171000
846,7,7.4821189235521155,2,1993,6.054439346269371,2,740,3.0,4.0,3.0,13.0,2.0,49,3972049,547600,169.0,55.98210358617667,213000
847,5,6.762729506931879,1,1972,5.82600010738045,1,864,2.0,3.0,2.0,17.0,2.0,25,3888784,746496,289.0,45.734510383927095,133500
848,6,7.765993079407675,2,1908,5.8888779583328805,3,907,2.0,3.0,2.0,19.0,2.0,36,3640464,822649,361.0,60.310648509407905,240000
849,6,7.526178913346146,2,1976,6.240275845170769,2,528,3.0,3.0,2.0,21.0,3.0,36,3904576,278784,441.0,56.643369035696175,187000
850,6,6.744059186311348,2,2003,6.042632833682381,1,848,3.0,4.0,3.0,17.0,4.0,36,4012009,719104,289.0,45.48233430847048,131500
851,8,7.284134806195205,2,2003,5.993961427306569,2,1273,3.0,4.0,3.0,16.0,4.0,64,4012009,1620529,256.0,53.05861987482445,215000
852,7,7.4067107301776405,1,1941,5.484796933490655,2,918,2.0,3.0,2.0,18.0,2.0,49,3767481,842724,324.0,54.859363840528594,164000
853,6,7.27655640271871,2,1964,6.470799503782602,1,1127,2.0,3.0,2.0,11.0,3.0,36,3857296,1270129,121.0,52.94827308194665,158000
854,5,7.484368643286131,2,1955,6.12029741895095,1,1763,2.0,3.0,2.0,7.0,2.0,25,3822025,3108169,49.0,56.01577398860468,170000
855,5,6.947937068614969,1,1962,5.564520407322694,1,1040,2.0,3.0,2.0,7.0,2.0,25,3849444,1081600,49.0,48.27382950943397,127000
856,6,6.934397209928558,2,1978,6.3578422665081,1,940,2.0,4.0,2.0,17.0,2.0,36,3912484,883600,289.0,48.08586466506497,147000
857,6,7.301147805856032,2,1994,5.840641657373398,2,702,2.0,4.0,2.0,15.0,4.0,36,3976036,492804,225.0,53.30675928295635,174000
858,7,7.223295679562314,2,1976,6.173786103901937,2,1090,2.0,4.0,2.0,14.0,3.0,49,3904576,1188100,196.0,52.17600047438359,152000
859,6,7.884199933676039,2,1968,6.429719478039138,2,1054,2.0,3.0,3.0,14.0,2.0,36,3873024,1110916,196.0,62.16060859417726,250000
860,7,7.2633296174768365,1,1918,5.37989735354046,1,912,3.0,3.0,3.0,18.0,2.0,49,3678724,831744,324.0,52.75595713211621,189950
861,5,6.946975992135418,2,1965,6.22455842927536,1,1039,2.0,3.0,2.0,7.0,2.0,25,3861225,1079521,49.0,48.26047543530588,131500
862,6,7.001245622069476,2,1984,6.175867270105761,2,1040,2.0,4.0,2.0,13.0,2.0,36,3936256,1081600,169.0,49.017440260547005,152000
863,5,7.046647277848756,1,1959,6.511745329644728,1,1148,2.0,3.0,2.0,11.0,2.0,25,3837681,1317904,121.0,49.65523785841328,132500
864,7,7.224753405767971,2,2007,6.272877006546167,2,1372,3.0,5.0,3.0,20.0,4.0,49,4028049,1882384,400.0,52.1970617741559,250580
865,5,6.910750787961936,2,1970,6.805722553416985,1,1002,2.0,3.0,2.0,11.0,2.0,25,3880900,1004004,121.0,47.75847645331652,148500
866,8,7.4067107301776405,3,2006,6.769641976852503,2,1638,3.0,4.0,3.0,22.0,3.0,64,4024036,2683044,484.0,54.859363840528594,248900
867,4,7.02197642307216,2,1961,6.300785794663244,1,1040,2.0,3.0,1.0,7.0,3.0,16,3845521,1081600,49.0,49.30815288618128,129000
868,5,7.749753406274437,2,1948,6.511745329644728,2,0,2.0,1.0,2.0,15.0,2.0,25,3794704,0,225.0,60.05867785806225,169000
869,7,7.575584651557793,2,1993,6.354370040797351,2,1050,3.0,4.0,3.0,13.0,4.0,49,3972049,1102500,169.0,57.389482812918004,236000
870,5,6.796823718274855,1,1962,5.733341276897746,1,894,2.0,3.0,2.0,11.0,2.0,25,3849444,799236,121.0,46.19681265730363,109500
871,6,7.428333194190806,2,1998,6.261491684321042,2,804,2.0,4.0,3.0,17.0,3.0,36,3992004,646416,289.0,55.18013404391698,200500
872,5,6.814542897259958,2,1953,6.028278520230698,1,105,3.0,3.0,3.0,11.0,2.0,25,3814209,11025,121.0,46.437994898596145,116000
873,5,7.1459844677143876,1,1949,5.666426688112432,1,832,3.0,3.0,2.0,11.0,2.0,25,3798601,692224,121.0,51.06509401281528,133000
874,5,7.0317412587631285,1,1941,5.303304908059076,1,676,2.0,3.0,2.0,6.0,2.0,25,3767481,456976,36.0,49.44538513019167,66500
875,8,7.8674885686991285,2,2007,6.311734809152915,2,1184,3.0,4.0,4.0,20.0,4.0,64,4028049,1401856,400.0,61.89737637861146,303477
876,4,6.947937068614969,2,1963,6.47543271670409,1,1064,2.0,3.0,2.0,12.0,2.0,16,3853369,1132096,144.0,48.27382950943397,132250
877,9,7.707512194600341,3,2004,6.6052979209482015,2,1462,3.0,5.0,4.0,24.0,4.0,81,4016016,2137444,576.0,59.40574422991296,350000
878,5,7.052721049232323,2,1961,6.3578422665081,1,1109,2.0,3.0,3.0,7.0,2.0,25,3845521,1229881,49.0,49.74087419828468,148000
879,5,6.762729506931879,1,1978,5.820082930352362,1,864,3.0,3.0,2.0,17.0,2.0,25,3912484,746496,289.0,45.734510383927095,136500
880,5,6.994849985833071,2,2005,6.111467339502679,1,1090,2.0,5.0,2.0,5.0,4.0,25,4020025,1188100,25.0,48.927926324308906,157000
881,7,7.4489161025442,2,1990,5.993961427306569,2,1156,3.0,4.0,3.0,22.0,3.0,49,3960100,1336336,484.0,55.48635110274228,187500
882,6,7.374001859350161,2,1992,5.966146739123692,2,808,2.0,4.0,2.0,15.0,3.0,36,3968064,652864,225.0,54.375903421699626,178000
883,4,7.7102051944325325,1,1912,6.089044875446846,1,795,3.0,3.0,2.0,9.0,2.0,16,3655744,632025,81.0,59.447264140254404,118500
884,5,6.794586580876499,1,1967,5.666426688112432,1,892,2.0,3.0,2.0,11.0,3.0,25,3869089,795664,121.0,46.16640680502699,100000
885,9,7.444248649496705,2,1999,6.2285110035911835,2,1698,3.0,5.0,3.0,20.0,4.0,81,3996001,2883204,400.0,55.41683795553352,328900
886,5,7.44600149832412,2,1959,6.3784261836515865,2,1626,2.0,3.0,2.0,11.0,4.0,25,3837681,2643876,121.0,55.44293831304503,145000
887,5,7.2399325913204695,1,1955,5.707110264748875,1,816,2.0,3.0,2.0,5.0,2.0,25,3822025,665856,25.0,52.416623926864325,135500
888,8,7.704361167910313,2,1970,6.432940092739179,2,2217,3.0,3.0,3.0,11.0,2.0,64,3880900,4915089,121.0,59.35718100560436,268000
889,6,7.317212408359839,2,1953,6.226536669287466,1,1505,2.0,3.0,2.0,11.0,3.0,36,3814209,2265025,121.0,53.541597429055194,149500
890,5,6.829793737512425,2,1949,6.3578422665081,1,672,2.0,3.0,2.0,11.0,2.0,25,3798601,451584,121.0,46.646082496963935,122900
891,6,7.428927194802272,2,1978,6.089044875446846,2,918,2.0,3.0,2.0,7.0,3.0,36,3912484,842724,49.0,55.18895926567275,172500
892,6,6.974478911025045,1,1963,5.579729825986222,1,1059,2.0,3.0,2.0,7.0,3.0,36,3853369,1121481,49.0,48.6433560803331,154500
893,5,7.232733136177615,1,1954,5.872117789475416,1,1383,2.0,4.0,2.0,7.0,2.0,25,3818116,1912689,49.0,52.31242861916167,165000
894,5,7.336936913707618,2,1979,5.993961427306569,2,0,2.0,1.0,2.0,13.0,2.0,25,3916441,0,169.0,53.830643275725464,118858
895,6,7.493873886783559,2,1963,6.182084906716632,1,780,2.0,3.0,2.0,11.0,3.0,36,3853369,608400,121.0,56.158145831016526,140000
896,4,6.858565034791365,1,1936,5.793013608384144,1,951,2.0,3.0,2.0,2.0,2.0,16,3748096,904401,4.0,47.03991433646268,106500
897,5,7.714677473800927,2,1979,6.270988431858299,2,0,2.0,1.0,2.0,13.0,2.0,25,3916441,0,169.0,59.516248524771456,142953
899,5,7.1204443723924875,1,1961,5.666426688112432,1,912,2.0,3.0,2.0,7.0,2.0,25,3845521,831744,49.0,50.70072806033585,135000
900,4,6.755768921984255,1,1971,6.529418838262226,1,858,2.0,3.0,2.0,11.0,2.0,16,3884841,736164,121.0,45.6404137272483,110000
901,5,7.175489713624222,1,1957,6.6293632534374485,1,992,2.0,3.0,2.0,11.0,2.0,25,3829849,984064,121.0,51.48765263032701,153000
902,7,7.31986492980897,2,2003,5.976350909297934,2,783,3.0,4.0,3.0,15.0,4.0,49,4012009,613089,225.0,53.58042259064728,180000
903,7,7.421177528595393,3,2006,6.53813982376767,2,1670,3.0,4.0,3.0,15.0,3.0,49,4024036,2788900,225.0,55.07387591092923,240000
904,5,6.805722553416985,1,1967,5.666426688112432,1,876,2.0,3.0,2.0,7.0,2.0,25,3869089,767376,49.0,46.317859474088614,125500
905,5,6.96979066990159,1,1954,5.638354669333745,1,1056,2.0,3.0,2.0,11.0,3.0,25,3818116,1115136,121.0,48.57798198224725,128000
906,8,7.400620577371135,3,2006,6.763884908562435,2,1623,3.0,4.0,3.0,20.0,3.0,64,4024036,2634129,400.0,54.76918493020907,255000
907,7,7.629489916393995,1,1936,5.198497031265826,1,1017,3.0,4.0,3.0,18.0,4.0,49,3748096,1034289,324.0,58.20911638435765,250000
908,5,6.805722553416985,2,1983,6.184148890937483,1,864,2.0,4.0,2.0,12.0,2.0,25,3932289,746496,144.0,46.317859474088614,131000
909,6,7.3031700512368,2,2005,5.968707559985366,2,742,3.0,4.0,3.0,15.0,4.0,36,4020025,550564,225.0,53.33629279728213,174000
910,5,7.729735331385051,2,1960,6.175867270105761,2,1105,2.0,3.0,2.0,11.0,2.0,25,3841600,1221025,121.0,59.74880829326236,154300
911,5,7.1459844677143876,1,1977,5.53338948872752,1,1268,2.0,4.0,3.0,17.0,2.0,25,3908529,1607824,289.0,51.06509401281528,143500
912,5,6.923628628138427,1,1925,6.111467339502679,1,768,2.0,3.0,2.0,4.0,2.0,25,3705625,589824,16.0,47.936633380378005,88000
913,5,7.602401335665818,3,1949,6.77078942390898,2,1001,2.0,3.0,2.0,18.0,2.0,25,3798601,1002001,324.0,57.79650606853342,145000
914,6,7.110696122978827,2,2009,6.270988431858299,2,612,3.0,4.0,3.0,20.0,3.0,36,4036081,374544,400.0,50.561999353346124,173733
915,4,6.996681488176539,1,1970,5.659482215759621,1,546,2.0,3.0,2.0,1.0,2.0,16,3880900,298116,1.0,48.95355184699227,75000
916,2,6.175867270105761,1,1949,5.733341276897746,0,480,2.0,3.0,2.0,2.0,2.0,4,3798601,230400,4.0,38.14133653796359,35311
917,4,7.114769448366463,1,1956,5.652489180268651,1,1134,2.0,3.0,2.0,5.0,3.0,16,3825936,1285956,25.0,50.61994430340882,135000
918,7,7.662937850461535,3,1991,6.726233402358747,2,1104,3.0,5.0,3.0,13.0,3.0,49,3964081,1218816,169.0,58.72061650003606,238000
919,6,7.254884810077338,2,1958,6.400257445308821,1,1184,4.0,4.0,2.0,11.0,2.0,36,3833764,1401856,121.0,52.633353607490896,176500
920,6,7.451241684987676,2,1994,6.156978985585555,2,928,3.0,4.0,3.0,13.0,3.0,36,3976036,861184,169.0,55.521002648097976,201000
