,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,GarageType_E,Foundation_E,OverallQual2,TotalBsmtSF2,Neighborhood_E2
359,8,7.562681246721884,2,1998,6.385194398997726,2,6.99117688712121,3.0,4.0,3.0,25.0,3.0,6.0,6.0,64,48.87655426701781,625.0
360,6,6.816735880594968,2,1978,6.154858094016418,1,6.790097235513905,2.0,4.0,2.0,12.0,3.0,6.0,3.0,36,46.10542046773357,144.0
361,5,7.317212408359839,1,1940,5.484796933490655,1,6.784457062637643,2.0,3.0,2.0,4.0,2.0,3.0,3.0,25,46.0288576347738,16.0
362,7,7.56164174558878,2,2003,6.511745329644728,3,0.0,3.0,1.0,3.0,5.0,3.0,7.0,1.0,49,0.0,25.0
363,6,6.895682697747868,1,1972,5.579729825986222,1,6.182084906716632,2.0,3.0,3.0,3.0,2.0,3.0,3.0,36,38.21817379385359,9.0
364,6,7.362010551259734,2,1976,6.340359303727752,2,6.680854678790215,2.0,4.0,2.0,14.0,4.0,6.0,6.0,36,44.63381923911311,196.0
365,5,7.20414929203594,1,1920,6.150602768446279,1,6.511745329644728,2.0,3.0,2.0,2.0,2.0,3.0,3.0,25,42.402827238149925,4.0
366,6,7.240649694255466,2,1963,6.244166900663736,1,7.240649694255466,2.0,4.0,2.0,11.0,3.0,6.0,3.0,36,52.42700799492177,121.0
367,6,7.266827347520591,1,1962,5.6937321388027,1,7.003065458786462,2.0,4.0,2.0,11.0,3.0,5.0,3.0,36,49.04292582004803,121.0
368,5,7.1459844677143876,1,1954,5.501258210544727,1,7.1459844677143876,2.0,3.0,2.0,11.0,4.0,6.0,6.0,25,51.06509401281528,121.0
369,5,7.160845906664299,2,1959,6.3578422665081,1,6.96979066990159,2.0,3.0,3.0,11.0,4.0,3.0,3.0,25,48.57798198224725,121.0
370,6,7.417580402414544,2,2000,6.133398042996649,2,6.860663671448287,2.0,4.0,2.0,15.0,3.0,6.0,6.0,36,47.06870601273029,225.0
371,4,7.370860166536716,2,1959,6.523562306149512,2,0.0,2.0,1.0,2.0,19.0,4.0,3.0,3.0,16,0.0,361.0
372,6,6.6240652277998935,1,1984,5.579729825986222,1,6.61338421837956,2.0,4.0,2.0,13.0,2.0,6.0,3.0,36,43.73685081991182,169.0
373,5,7.1853870155804165,1,1953,5.602118820879701,1,6.411818267709897,2.0,3.0,2.0,11.0,2.0,6.0,6.0,25,41.11141349813835,121.0
374,7,7.564757012905729,2,2003,6.075346031088684,2,6.742880635791903,3.0,4.0,3.0,17.0,4.0,7.0,6.0,49,45.46643926853742,289.0
375,1,6.807934943699926,0,1922,0.0,0,6.52795791762255,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1,42.61423457425094,25.0
376,5,6.818924065275521,2,1996,6.3578422665081,1,6.769641976852503,3.0,4.0,2.0,17.0,2.0,3.0,6.0,25,45.82805249476346,289.0
377,8,7.810758116529357,2,2004,6.415096959171596,3,7.365812837209472,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,54.255198752799856,400.0
378,9,7.526717561352706,3,2010,6.727431724850855,1,7.526717561352706,3.0,5.0,4.0,23.0,4.0,6.0,6.0,81,56.65147724837523,529.0
379,6,7.496097345175956,2,2000,6.139884552226255,2,6.890609120147166,2.0,4.0,2.0,15.0,4.0,6.0,6.0,36,47.48049404665531,225.0
380,5,7.433666540166168,1,1924,5.733341276897746,2,6.934397209928558,2.0,3.0,3.0,9.0,2.0,3.0,2.0,25,48.08586466506497,81.0
381,7,7.171656822768514,2,2006,6.35088571671474,2,7.165493475060845,3.0,4.0,3.0,20.0,3.0,6.0,6.0,49,51.34429674113955,400.0
382,7,7.494430215031565,2,2006,6.461468176353717,2,6.84587987526405,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,46.86607126654532,289.0
383,6,6.665683717782408,2,1928,5.8888779583328805,1,6.665683717782408,2.0,2.0,2.0,13.0,2.0,3.0,2.0,36,44.431339425509506,169.0
384,6,7.577633832602728,2,1992,6.218600119691729,2,7.365812837209472,3.0,4.0,3.0,19.0,4.0,6.0,6.0,36,54.255198752799856,361.0
385,8,7.146772179452637,2,2004,6.066108090103747,2,7.136483208590247,3.0,4.0,3.0,16.0,4.0,6.0,6.0,64,50.92939258649055,256.0
386,5,7.077498053569231,0,1910,0.0,1,6.490723534502507,2.0,3.0,2.0,5.0,1.0,1.0,6.0,25,42.12949200134472,25.0
387,6,7.026426808699636,1,1976,5.8664680569332965,1,6.948897222313312,2.0,3.0,2.0,5.0,2.0,3.0,3.0,36,48.287172606273664,25.0
388,7,7.299797366758161,2,1999,6.359573868672378,2,7.292337176173877,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.1781814910076,289.0
389,10,7.75491027202143,3,2007,6.741700694652055,2,7.428333194190806,4.0,5.0,4.0,24.0,4.0,7.0,6.0,100,55.18013404391698,576.0
390,5,7.221105098182496,1,1900,5.953243334287785,1,6.759255270663693,2.0,3.0,2.0,5.0,2.0,3.0,2.0,25,45.68753181399491,25.0
391,6,7.581719640125308,2,2001,6.329720905522696,2,6.690842277418564,2.0,5.0,3.0,12.0,4.0,7.0,6.0,36,44.767370381291634,144.0
392,5,6.78332520060396,1,1959,5.68697535633982,1,0.0,2.0,1.0,2.0,11.0,3.0,6.0,1.0,25,0.0,121.0
393,4,6.670766320845874,0,1941,0.0,1,6.670766320845874,2.0,3.0,2.0,4.0,1.0,1.0,3.0,16,44.499123307331594,16.0
394,5,6.942156705699469,1,1940,5.484796933490655,1,6.601230118728877,2.0,3.0,2.0,6.0,2.0,3.0,3.0,25,43.57623908041326,36.0
395,5,7.0431599159883405,1,1956,6.391917113392602,1,7.0431599159883405,2.0,3.0,2.0,5.0,2.0,6.0,3.0,25,49.606101602184886,25.0
396,5,6.796823718274855,2,1972,6.398594934535208,1,6.796823718274855,2.0,3.0,2.0,17.0,3.0,3.0,3.0,25,46.19681265730363,289.0
397,5,7.502738210754851,1,1962,5.579729825986222,2,6.762729506931879,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,45.734510383927095,121.0
398,5,6.982862751468942,1,1920,5.82600010738045,1,6.8690144506657065,2.0,2.0,2.0,2.0,2.0,3.0,2.0,25,47.1833595234543,4.0
399,7,7.346655163176539,2,2006,6.0844994130751715,2,6.996681488176539,3.0,4.0,3.0,20.0,4.0,6.0,6.0,49,48.95355184699227,400.0
400,8,7.161622002939187,2,1996,6.2166061010848646,1,7.13966033596492,3.0,4.0,4.0,21.0,4.0,6.0,6.0,64,50.97474971295071,441.0
401,7,7.1785454837637,2,2005,5.993961427306569,2,7.1785454837637,3.0,4.0,3.0,17.0,4.0,6.0,6.0,49,51.53151526246421,289.0
402,5,6.511745329644728,1,1940,5.484796933490655,1,6.511745329644728,2.0,3.0,2.0,7.0,2.0,3.0,6.0,25,42.402827238149925,49.0
403,8,7.724888439323074,2,1998,6.042632833682381,2,7.040536390215956,3.0,4.0,3.0,25.0,4.0,7.0,6.0,64,49.56915266195512,625.0
404,6,7.360739903058278,2,1995,5.924255797414532,2,6.693323668269949,2.0,4.0,2.0,15.0,4.0,7.0,6.0,36,44.80058172822269,225.0
405,4,7.390798521735676,2,1976,6.19644412779452,2,7.156176637480615,2.0,3.0,2.0,7.0,2.0,6.0,3.0,16,51.21086406682336,49.0
406,6,7.402451520818244,1,1936,5.484796933490655,1,6.970730078143525,2.0,3.0,2.0,9.0,2.0,3.0,2.0,36,48.59107782233484,81.0
407,6,7.427144133408616,1,1915,5.733341276897746,2,6.734591659972948,2.0,4.0,2.0,18.0,2.0,6.0,2.0,36,45.35472482657719,324.0
408,7,7.6838639802564295,3,2006,6.854354502255021,2,6.96979066990159,3.0,5.0,3.0,24.0,3.0,6.0,6.0,49,48.57798198224725,576.0
409,8,7.639642287858013,3,2007,6.729824070489475,2,6.942156705699469,3.0,5.0,4.0,20.0,4.0,6.0,6.0,64,48.193539726488105,400.0
410,5,7.152268856032539,1,1958,5.860786223465865,1,7.152268856032539,2.0,3.0,2.0,5.0,2.0,6.0,3.0,25,51.154949788973006,25.0
411,5,6.963189985870238,2,1955,6.35088571671474,1,6.963189985870238,2.0,3.0,2.0,15.0,4.0,6.0,3.0,25,48.48601477932356,225.0
412,7,7.2991214627108,2,2009,6.184148890937483,2,7.293697720601438,4.0,5.0,3.0,20.0,4.0,6.0,6.0,49,53.19802643950661,400.0
413,5,6.9363427358340495,2,1927,5.8888779583328805,1,6.9167150203536085,2.0,3.0,2.0,6.0,2.0,3.0,3.0,25,47.84094667278522,36.0
414,7,7.6487397889562425,3,1993,6.520621127558696,2,6.985641817639208,3.0,4.0,3.0,13.0,2.0,6.0,6.0,49,48.799191604349616,169.0
415,7,7.201170883281678,2,2007,5.983936280687191,2,7.201170883281678,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,51.85686209022383,225.0
416,6,7.244941546337007,2,1978,6.089044875446846,1,6.511745329644728,2.0,3.0,2.0,7.0,4.0,6.0,3.0,36,42.402827238149925,49.0
417,6,7.872836175025724,3,1918,6.762729506931879,2,7.223295679562314,2.0,4.0,2.0,18.0,2.0,3.0,2.0,36,52.17600047438359,324.0
418,5,7.034387929915503,1,1940,5.484796933490655,1,6.6293632534374485,2.0,3.0,2.0,5.0,2.0,3.0,2.0,25,43.948457146026755,25.0
419,5,6.963189985870238,1,1968,5.720311776607412,1,6.963189985870238,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,48.48601477932356,121.0
420,7,7.20414929203594,4,1997,6.665683717782408,2,7.20414929203594,2.0,4.0,2.0,12.0,4.0,6.0,6.0,49,51.899767021941926,144.0
421,6,7.3796321526095525,2,1977,6.272877006546167,2,7.3796321526095525,3.0,4.0,3.0,14.0,4.0,6.0,3.0,36,54.4589707078287,196.0
422,5,6.8966943316227125,2,1954,6.255750041753367,1,6.8966943316227125,2.0,3.0,2.0,12.0,3.0,6.0,3.0,25,47.56439270383685,144.0
423,8,7.875119281040293,3,1998,6.546785410760524,2,7.293697720601438,3.0,4.0,3.0,25.0,4.0,6.0,6.0,64,53.19802643950661,625.0
424,6,7.087573705557973,1,1956,5.697093486505405,1,7.087573705557973,2.0,4.0,2.0,11.0,3.0,6.0,3.0,36,50.23370103171678,121.0
425,7,7.237059026124737,1,1946,5.484796933490655,1,6.480044561926653,2.0,3.0,2.0,6.0,2.0,3.0,3.0,49,41.99097752455519,36.0
426,7,7.405495663199472,2,1989,6.345636360828596,2,7.325807502595773,3.0,4.0,3.0,13.0,4.0,6.0,6.0,49,53.66745556508852,169.0
427,4,6.811244378601294,1,1957,5.8664680569332965,1,6.811244378601294,2.0,3.0,2.0,11.0,2.0,3.0,3.0,16,46.39304998502772,121.0
428,7,7.097548850614793,2,2007,6.444131256700441,2,7.097548850614793,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,50.37519968686336,289.0
429,6,7.253470382684528,2,1988,6.3578422665081,2,7.239214973779806,2.0,4.0,3.0,22.0,2.0,6.0,3.0,36,52.40623343659775,484.0
430,6,6.895682697747868,1,1971,5.579729825986222,1,6.182084906716632,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,38.21817379385359,9.0
431,6,7.089243155027514,0,1920,0.0,1,6.804614520062624,2.0,3.0,2.0,6.0,1.0,1.0,2.0,36,46.302778766647094,36.0
432,5,7.2196420401307355,2,1971,6.089044875446846,1,6.641182169740591,2.0,3.0,2.0,3.0,2.0,3.0,3.0,25,44.10530061168034,9.0
433,6,7.380879035564116,2,1997,6.154858094016418,2,6.831953565565855,2.0,4.0,2.0,15.0,4.0,6.0,6.0,36,46.675589522048,225.0
434,4,6.447305862541213,0,1972,0.0,1,6.447305862541213,2.0,4.0,2.0,1.0,1.0,1.0,3.0,16,41.56775288515829,1.0
435,7,7.415776975415394,2,1996,6.311734809152915,2,6.684611727667927,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,44.68403394967559,289.0
436,6,7.020190708311925,2,1920,6.089044875446846,1,6.47543271670409,2.0,2.0,2.0,6.0,2.0,3.0,2.0,36,41.93122886856172,36.0
437,6,6.807934943699926,1,1926,5.198497031265826,1,6.785587645007929,3.0,3.0,2.0,4.0,2.0,3.0,6.0,36,46.044199688084255,16.0
438,5,6.543911845564792,1,1913,5.8664680569332965,1,6.089044875446846,2.0,3.0,3.0,18.0,2.0,3.0,6.0,25,37.0764674952055,324.0
439,6,7.087573705557973,2,1920,6.270988431858299,1,6.529418838262226,2.0,3.0,3.0,5.0,2.0,3.0,2.0,36,42.63331036545363,25.0
441,4,7.273092595999522,0,1955,0.0,2,7.273092595999522,2.0,3.0,1.0,5.0,1.0,1.0,3.0,16,52.897875909983064,25.0
442,5,7.3613754289773485,2,1930,5.8888779583328805,2,6.983789965258135,2.0,3.0,2.0,4.0,2.0,3.0,6.0,25,48.77332227884022,16.0
443,7,7.138073034044347,3,2006,6.47543271670409,2,7.138073034044347,3.0,5.0,3.0,16.0,4.0,6.0,6.0,49,50.95208663935107,256.0
444,7,7.554334823725748,2,1994,6.202535517187923,2,6.82001636467413,3.0,4.0,3.0,17.0,2.0,6.0,6.0,49,46.51262321442293,289.0
445,6,7.432483807917119,2,1956,6.175867270105761,1,7.270312886079025,2.0,3.0,2.0,5.0,2.0,6.0,3.0,36,52.85744946148672,25.0
446,6,7.543802867501509,2,1966,6.361302477572996,2,7.325148957955575,3.0,3.0,3.0,11.0,4.0,6.0,3.0,36,53.657807256237646,121.0
447,7,7.54274354536855,2,1998,6.068425588244111,2,6.836259277277067,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,46.73444090615677,225.0
448,6,7.227662498728654,1,1937,5.293304824724492,2,6.660575149839686,2.0,3.0,2.0,2.0,2.0,3.0,2.0,36,44.363261326661956,4.0
449,3,7.076653815443951,1,1948,5.733341276897746,1,6.476972362889683,2.0,3.0,2.0,6.0,2.0,3.0,3.0,9,41.95117098963676,36.0
450,6,6.70196036600254,1,1930,5.602118820879701,1,6.70196036600254,2.0,3.0,3.0,6.0,2.0,3.0,2.0,36,44.9162727474689,36.0
451,7,7.335633981927201,2,1975,6.3578422665081,2,7.335633981927201,2.0,4.0,3.0,19.0,2.0,6.0,3.0,49,53.81152591680513,361.0
452,6,7.471363088187097,2,1996,6.0473721790462776,2,6.771935555839602,3.0,5.0,2.0,22.0,4.0,6.0,6.0,36,45.85911117244462,484.0
453,8,7.372118028337787,2,2008,6.517671272912275,2,6.645090969505644,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,44.15723399300546,400.0
454,5,7.455298485683291,2,1976,6.329720905522696,2,7.455298485683291,2.0,3.0,2.0,12.0,2.0,3.0,3.0,25,55.58147551063157,144.0
455,7,7.1252830915107115,2,1973,6.270988431858299,1,7.1252830915107115,2.0,3.0,2.0,14.0,2.0,6.0,3.0,49,50.76965913416844,196.0
456,5,7.20414929203594,3,1916,6.2422232654551655,1,6.437751649736401,2.0,3.0,2.0,6.0,2.0,3.0,2.0,25,41.444646303683754,36.0
457,4,7.416979621381154,2,1954,6.272877006546167,1,7.21890970761906,2.0,4.0,3.0,19.0,4.0,6.0,3.0,16,52.11265736675671,361.0
458,8,7.418780882750794,1,1925,5.43372200355424,1,6.3784261836515865,2.0,3.0,3.0,6.0,2.0,3.0,6.0,64,40.684320580292145,36.0
459,5,7.093404625868766,1,1950,5.8664680569332965,1,6.565264970035361,2.0,3.0,3.0,4.0,2.0,3.0,3.0,25,43.10270412677342,16.0
460,8,7.568379267836522,2,2009,6.315358001522335,2,6.725033642166843,3.0,4.0,2.0,20.0,4.0,7.0,6.0,64,45.226077488275834,400.0
461,7,7.035268599281097,2,1936,6.3578422665081,1,6.329720905522696,3.0,4.0,3.0,9.0,3.0,3.0,6.0,49,40.06536674181106,81.0
462,5,6.762729506931879,1,1965,5.8888779583328805,1,6.762729506931879,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,45.734510383927095,49.0
463,6,7.415175109613295,1,1934,5.484796933490655,1,6.573680166960646,2.0,3.0,2.0,18.0,2.0,3.0,3.0,36,43.21327093749174,324.0
464,5,6.947937068614969,0,1978,0.0,2,6.947937068614969,2.0,4.0,2.0,17.0,1.0,1.0,3.0,25,48.27382950943397,289.0
465,7,7.254884810077338,2,2004,5.988961416889864,2,7.226936018493289,3.0,4.0,3.0,16.0,4.0,6.0,6.0,49,52.228604215395634,256.0
466,7,7.15305163493748,2,1970,6.267200548541362,1,7.15305163493748,2.0,3.0,2.0,11.0,2.0,6.0,3.0,49,51.16614769208176,121.0
467,5,7.405495663199472,1,1942,5.746203190540153,1,6.591673732008658,2.0,3.0,3.0,11.0,2.0,6.0,3.0,25,43.450162589252955,121.0
468,8,7.399398083331354,3,2006,6.7650389767805414,2,7.394493107219038,3.0,4.0,3.0,24.0,3.0,6.0,6.0,64,54.67852831270986,576.0
469,6,7.444833273892193,2,1993,6.2285110035911835,2,6.725033642166843,3.0,4.0,3.0,13.0,3.0,6.0,6.0,36,45.226077488275834,169.0
470,8,7.315218389752975,2,1985,6.270988431858299,1,7.305860032684009,3.0,4.0,3.0,23.0,3.0,6.0,6.0,64,53.375590817169595,529.0
471,7,7.585788821732034,2,1977,6.282266746896006,2,6.695798917058491,2.0,4.0,2.0,14.0,3.0,6.0,3.0,49,44.833723137681666,196.0
472,6,6.9782137426306985,2,2005,6.26530121273771,1,6.306275286948016,2.0,4.0,2.0,5.0,3.0,5.0,6.0,36,39.76910799477128,25.0
473,8,7.589335823170617,3,2006,6.812345094177479,2,7.589335823170617,3.0,5.0,3.0,24.0,3.0,6.0,6.0,64,57.59801823686083,576.0
474,8,7.410347097821024,2,2000,6.214608098422191,2,7.3098814858247865,3.0,4.0,4.0,23.0,3.0,6.0,6.0,64,53.43436733680399,529.0
475,5,6.878326468291325,2,1963,6.437751649736401,1,6.878326468291325,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,47.311375004397014,49.0
476,6,7.309212365692763,2,1997,6.2324480165505225,2,7.2991214627108,2.0,4.0,3.0,17.0,4.0,6.0,6.0,36,53.277174127405445,289.0
477,9,7.880048200971577,3,2006,6.543911845564792,2,7.675081857716334,4.0,4.0,4.0,24.0,4.0,7.0,6.0,81,58.906881522646415,576.0
478,8,7.449498005382849,3,2007,6.717804695023691,2,7.441906728051625,3.0,5.0,3.0,17.0,3.0,6.0,6.0,64,55.381975749020036,289.0
479,4,7.0317412587631285,2,1937,6.511745329644728,1,6.811244378601294,2.0,2.0,2.0,6.0,2.0,3.0,2.0,16,46.39304998502772,36.0
480,9,7.523481312573497,3,2004,6.650279048587422,2,7.51425465281641,3.0,5.0,3.0,24.0,4.0,6.0,6.0,81,56.46402298737307,576.0
481,9,7.491645473605133,3,2003,6.774223886357614,2,7.491645473605133,3.0,5.0,4.0,24.0,4.0,6.0,6.0,81,56.12475190218828,576.0
482,7,7.510430556378006,1,1915,5.10594547390058,1,6.814542897259958,3.0,3.0,4.0,6.0,2.0,6.0,6.0,49,46.437994898596145,36.0
483,6,7.104144092987527,2,1998,5.998936561946683,2,7.104144092987527,2.0,5.0,2.0,12.0,2.0,6.0,6.0,36,50.46886329392957,144.0
484,5,6.907755278982137,1,1962,5.579729825986222,1,6.907755278982137,2.0,3.0,3.0,7.0,2.0,3.0,3.0,25,47.71708299430558,49.0
485,5,7.01571242048723,1,1950,5.579729825986222,1,7.01571242048723,3.0,3.0,3.0,11.0,2.0,6.0,3.0,25,49.220220766978784,121.0
486,5,6.97914527506881,2,1965,6.246106765481563,1,6.97914527506881,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,48.7084687705153,121.0
487,5,7.3031700512368,2,1971,6.1903154058531475,2,7.3031700512368,2.0,4.0,2.0,14.0,2.0,6.0,3.0,25,53.33629279728213,196.0
488,5,7.789454566086673,2,1900,6.255750041753367,2,6.86171134048073,2.0,3.0,2.0,6.0,2.0,6.0,3.0,25,47.08308252008186,36.0
489,4,6.447305862541213,1,1970,5.659482215759621,1,6.447305862541213,2.0,4.0,3.0,1.0,2.0,6.0,3.0,16,41.56775288515829,1.0
490,5,7.173958319756794,1,1976,5.820082930352362,1,5.579729825986222,2.0,4.0,2.0,1.0,4.0,7.0,6.0,25,31.133384931000236,1.0
491,6,7.364547014255642,1,1941,5.484796933490655,1,6.693323668269949,2.0,3.0,1.0,11.0,2.0,6.0,3.0,36,44.80058172822269,121.0
492,6,7.284134806195205,2,2006,6.063785208687608,2,6.591673732008658,3.0,4.0,2.0,15.0,3.0,6.0,6.0,36,43.450162589252955,225.0
493,5,7.146772179452637,1,1960,5.733341276897746,1,7.146772179452637,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,51.0763525849982,121.0
494,5,6.787844982309579,1,1938,5.6131281063880705,1,5.25227342804663,2.0,2.0,2.0,6.0,2.0,6.0,2.0,25,27.586376162964697,36.0
495,4,6.580639137284949,0,1920,0.0,1,6.580639137284949,2.0,3.0,2.0,2.0,1.0,1.0,3.0,16,43.3048114551664,4.0
496,8,8.079927770758275,2,1992,6.304448802421981,3,8.071218539969863,3.0,4.0,3.0,25.0,3.0,6.0,6.0,64,65.14456871995324,625.0
497,7,7.507141079727608,1,1925,5.484796933490655,2,6.934397209928558,2.0,3.0,2.0,4.0,2.0,3.0,6.0,49,48.08586466506497,16.0
498,5,6.802394763324311,1,1967,5.666426688112432,1,6.762729506931879,2.0,3.0,3.0,7.0,4.0,6.0,6.0,25,45.734510383927095,49.0
499,5,6.816735880594968,1,1958,5.697093486505405,1,6.816735880594968,2.0,3.0,2.0,11.0,4.0,6.0,3.0,25,46.46788806579085,121.0
500,6,7.105786129481271,1,1973,5.579729825986222,1,6.511745329644728,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,42.402827238149925,9.0
501,7,7.478169694159785,2,2005,6.403574197934815,2,6.7650389767805414,3.0,4.0,3.0,20.0,3.0,6.0,6.0,49,45.765752357359915,400.0
502,5,7.102499355774649,2,1965,6.135564891081739,1,7.102499355774649,2.0,3.0,2.0,5.0,2.0,3.0,3.0,25,50.4454970987793,25.0
503,7,7.496652438168283,2,1959,6.184148890937483,2,7.31455283232408,2.0,3.0,2.0,18.0,4.0,6.0,3.0,49,53.50268313686022,324.0
504,6,7.187657164114956,2,1974,6.089044875446846,2,6.752270376141742,2.0,3.0,2.0,10.0,2.0,6.0,3.0,36,45.59315523252134,100.0
505,5,7.581209826196346,2,1952,5.993961427306569,2,6.8679744089702925,2.0,3.0,2.0,6.0,2.0,3.0,3.0,25,47.16907248227084,36.0
506,8,7.555905093611346,2,1993,6.156978985585555,2,6.656726524178391,3.0,4.0,3.0,13.0,3.0,6.0,6.0,64,44.31200801770013,169.0
507,6,7.105786129481271,2,2009,6.517671272912275,2,7.105786129481271,3.0,4.0,3.0,20.0,4.0,6.0,6.0,36,50.49219651792843,400.0
508,7,7.229113877793302,2,1928,5.8888779583328805,2,6.536691597591305,2.0,3.0,3.0,6.0,2.0,3.0,2.0,49,42.72833704202076,36.0
509,5,6.948897222313312,1,1959,5.602118820879701,1,6.948897222313312,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,48.287172606273664,121.0
510,5,7.218176838403408,1,1951,5.666426688112432,1,6.9167150203536085,3.0,3.0,2.0,11.0,2.0,2.0,3.0,25,47.84094667278522,121.0
511,7,7.221835825288449,2,2005,6.163314804034641,2,7.221835825288449,3.0,4.0,3.0,24.0,3.0,6.0,6.0,49,52.15491268741969,576.0
512,5,6.762729506931879,2,1958,6.437751649736401,1,6.762729506931879,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,45.734510383927095,121.0
513,6,6.985641817639208,2,1983,6.184148890937483,1,6.98933526597456,2.0,3.0,2.0,12.0,2.0,6.0,6.0,36,48.850807460195675,144.0
514,5,6.672032945461067,1,1926,5.303304908059076,1,6.645090969505644,2.0,3.0,2.0,18.0,2.0,3.0,2.0,25,44.15723399300546,324.0
515,10,7.611347717403621,3,2009,6.803505257608338,2,7.604396348796338,4.0,5.0,4.0,24.0,4.0,6.0,3.0,100,57.82684382958708,576.0
516,6,7.659171367666058,2,1972,6.369900982828227,2,6.536691597591305,2.0,3.0,2.0,14.0,3.0,6.0,3.0,36,42.72833704202076,196.0
517,7,7.76004068088038,3,1996,6.7912214627261855,2,7.142827401161621,3.0,4.0,3.0,25.0,3.0,6.0,6.0,49,51.019983282785276,625.0
518,6,7.493873886783559,2,1998,6.304448802421981,2,6.678342114654332,2.0,4.0,2.0,17.0,3.0,6.0,6.0,36,44.600253400365695,289.0
519,7,7.640603826393634,1,1926,5.645446897643238,1,7.152268856032539,3.0,4.0,3.0,18.0,2.0,3.0,2.0,49,51.154949788973006,324.0
520,4,7.166265974133638,0,1900,0.0,2,0.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,16,0.0,36.0
521,6,7.126890808898808,1,1957,5.820082930352362,1,7.126890808898808,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,50.792572601966306,121.0
522,6,7.417580402414544,2,1947,6.042632833682381,2,6.912742820493176,2.0,3.0,2.0,4.0,2.0,3.0,3.0,36,47.786013302279954,16.0
524,7,7.782807262839695,3,1996,6.727431724850855,2,7.22983877815125,3.0,4.0,3.0,25.0,4.0,6.0,6.0,49,52.27056875805956,625.0
525,7,7.144407180321139,2,2005,6.118097198041348,2,7.1372784372603855,3.0,4.0,3.0,20.0,2.0,6.0,6.0,49,50.94074349098205,400.0
526,5,6.834108738813838,1,1956,5.53338948872752,1,6.834108738813838,2.0,4.0,2.0,11.0,2.0,6.0,3.0,25,46.70504225393167,121.0
527,9,7.906178840394815,3,2008,6.755768921984255,2,7.2813856635702825,4.0,5.0,4.0,24.0,4.0,6.0,6.0,81,53.01857718164684,576.0
528,4,6.406879986069314,0,1920,0.0,1,6.270988431858299,2.0,3.0,2.0,5.0,1.0,1.0,2.0,16,39.325295912500614,25.0
529,6,7.830425617820331,2,1957,6.184148890937483,3,7.618742377670413,3.0,3.0,2.0,18.0,3.0,6.0,6.0,36,58.04523541731102,324.0
530,6,7.31986492980897,2,1988,6.398594934535208,2,7.2875606403097235,3.0,4.0,3.0,22.0,3.0,6.0,3.0,36,53.10854008619147,484.0
531,6,7.217443431696533,2,1920,6.220590170099739,2,6.416732282512326,2.0,2.0,2.0,4.0,4.0,3.0,2.0,36,41.174453185435844,16.0
532,5,6.71901315438526,1,1955,5.973809611869261,1,0.0,2.0,1.0,2.0,11.0,2.0,3.0,1.0,25,0.0,121.0
533,1,5.814130531825066,0,1946,0.0,1,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1,0.0,16.0
534,8,7.254884810077338,2,2004,6.0014148779611505,2,6.56244409369372,3.0,5.0,3.0,15.0,4.0,6.0,6.0,64,43.06567248285558,225.0
535,5,7.206377291472252,0,1910,0.0,1,7.0192966537150445,2.0,4.0,2.0,5.0,1.0,1.0,3.0,25,49.27052551285522,25.0
536,7,7.45298232946546,2,1998,6.269096283706261,2,6.78105762593618,2.0,4.0,3.0,17.0,4.0,6.0,6.0,49,45.982742526267224,289.0
537,4,6.762729506931879,2,1972,6.3578422665081,1,6.762729506931879,2.0,3.0,2.0,11.0,2.0,3.0,3.0,16,45.734510383927095,121.0
538,5,7.05617528410041,1,1968,5.820082930352362,1,6.9584483932976555,2.0,3.0,2.0,7.0,2.0,6.0,3.0,25,48.420004042186726,49.0
539,8,7.379008127628304,2,2001,6.508769136971682,2,7.366445148327599,3.0,4.0,3.0,17.0,3.0,6.0,6.0,64,54.264514123319216,289.0
540,9,7.516977224604321,3,2006,6.641182169740591,2,7.516977224604321,4.0,5.0,4.0,22.0,4.0,6.0,6.0,81,56.504946595220076,484.0
